501213,17,5,203,caught,2
501213,17,6,268,caught,2
501213,20,1,269,caught,2
501213,20,2,154,caught,1
501214,5,3,252,caught,1
501216,1,2,135,caught,2
501216,5,5,260,caught,2
501216,7,3,185,caught,1
501216,11,5,21,caught,1
501216,11,5,8,caught,2
501216,15,6,79,caught,2
501216,17,3,20,caught,1
501216,17,4,203,caught,2
501216,19,2,110,caught,2
501216,20,1,109,caught,1
501216,20,6,23,caught,1
501217,2,6,65,caught,1
501217,11,6,26,caught,1
501217,12,5,42,caught,1
501217,14,6,53,caught,2
501217,15,5,93,caught,1
501217,16,6,167,caught,2
501217,18,1,154,caught,1
501218,4,6,74,caught,1
501218,9,3,171,caught,1
501218,10,6,157,caught,1
501218,13,3,29,caught,2
501218,14,3,46,caught,1
501218,18,2,231,caught,1
501218,19,6,54,caught,2
501219,1,2,9,caught,2
501219,7,6,214,caught,2
501219,14,6,266,caught,1
501220,3,3,19,caught,1
501220,5,3,64,caught,2
501220,11,3,2,caught,2
501220,13,6,17,caught,2
501221,4,5,41,caught,2
501221,6,5,254,caught,2
501221,12,6,26,caught,1
501221,13,3,54,caught,2
501221,15,2,187,caught,2
501221,15,4,65,caught,1
501221,17,1,29,caught,2
501223,2,4,275,caught,2
501223,4,3,157,caught,1
501223,4,5,171,caught,1
501223,5,4,27,caught,1
501223,9,3,231,caught,1
501223,13,7,83,caught,1
501223,14,4,133,caught,2
501223,15,2,46,caught,1
501223,15,6,208,caught,2
501223,17,4,273,caught,1
501223,18,2,235,caught,1
501224,4,3,9,caught,2
501224,7,6,2,caught,1
501224,16,5,35,caught,1
501224,16,5,31,caught,2
501224,18,4,66,caught,2
501225,5,2,53,caught,1
501225,7,3,32,caught,2
501225,10,4,167,caught,1
501225,13,6,255,caught,2
501225,16,7,88,caught,1
501225,18,1,266,caught,2
501225,20,1,210,caught,1
501225,20,1,169,caught,2
501226,3,1,209,caught,1
501226,4,4,133,caught,1
501226,4,4,185,caught,2
501226,12,2,19,caught,2
501226,13,2,20,caught,2
501226,16,7,125,caught,2
501226,18,4,201,caught,2
501226,19,5,278,caught,2
501226,20,2,57,caught,1
501227,5,5,279,caught,1
501227,14,2,9,caught,1
501227,18,2,40,caught,1
501227,20,5,31,caught,1
501228,4,4,167,caught,2
501228,12,4,41,caught,1
501228,13,1,88,caught,2
501228,14,6,199,caught,1
501228,16,2,4,caught,2
501228,16,5,187,caught,1
501228,17,6,254,caught,1
501228,18,4,100,caught,2
501228,20,1,264,caught,2
501229,6,1,263,caught,1
501229,9,2,133,caught,1
501229,9,4,208,caught,1
501229,10,1,221,caught,1
501229,10,4,93,caught,2
501230,17,1,259,caught,1
501230,17,6,280,caught,1
501230,18,5,81,caught,1
501230,20,5,237,caught,1
501231,10,2,185,caught,1
501231,13,6,171,caught,2
501231,18,2,19,caught,1
501231,18,5,109,caught,1
501231,19,3,27,caught,2
501231,20,2,281,caught,2
501231,20,6,125,caught,1
501232,1,2,135,caught,2
501232,8,3,162,caught,2
501232,13,3,203,caught,2
501232,17,6,79,caught,2
501232,17,8,244,caught,2
501232,19,2,25,caught,1
501232,20,1,183,caught,1
501233,4,1,157,caught,1
501233,4,3,231,caught,1
501233,5,2,19,caught,2
501233,8,2,96,caught,1
501233,12,5,185,caught,2
501233,14,2,46,caught,1
501233,19,2,253,caught,1
501234,1,4,2,caught,2
501234,2,2,17,caught,2
501234,3,2,42,caught,1
501234,4,6,64,caught,2
501234,6,2,93,caught,1
501234,11,4,280,caught,2
501234,16,4,35,caught,2
501234,17,5,10,caught,1
501234,17,6,26,caught,1
501235,7,1,132,caught,1
501235,7,4,41,caught,2
501235,11,3,29,caught,2
501235,12,5,40,caught,1
501235,14,1,285,caught,2
501235,15,2,25,caught,2
501235,15,5,31,caught,1
501235,15,5,183,caught,2
501235,15,6,216,caught,1
501235,19,6,284,caught,1
501235,20,5,199,caught,2
501236,5,3,6,caught,2
501236,10,6,57,caught,1
501236,12,4,32,caught,2
501237,6,1,272,caught,2
501237,12,4,157,caught,2
501237,14,6,96,caught,2
501237,17,4,110,caught,1
501237,17,5,27,caught,2
501237,19,3,8,caught,1
501237,19,3,171,caught,2
501237,20,4,79,caught,1
501238,2,6,288,caught,2
501238,10,4,64,caught,2
501238,14,1,104,caught,2
501238,16,2,12,caught,2
501238,18,5,41,caught,1
501238,18,6,35,caught,2
501238,19,4,285,caught,1
501238,19,5,81,caught,2
501239,2,1,9,caught,2
501239,5,2,216,caught,2
501239,5,3,167,caught,1
501240,5,2,32,caught,2
501240,9,2,46,caught,1
501240,13,5,96,caught,1
501240,15,1,266,caught,2
501240,19,1,287,caught,1
501240,20,2,171,caught,1
501241,13,3,19,caught,1
501241,14,2,93,caught,2
501241,18,5,21,caught,1
501241,19,1,10,caught,2
501241,19,6,154,caught,2
501242,11,5,167,caught,2
501242,13,2,4,caught,2
501242,15,3,208,caught,1
501242,16,6,48,caught,2
501242,17,2,133,caught,1
501242,18,6,221,caught,1
501242,19,5,100,caught,2
501242,20,1,188,caught,2
501242,20,5,57,caught,1
501243,3,3,41,caught,1
501243,6,1,2,caught,2
501243,6,6,187,caught,1
501243,7,3,183,caught,1
501243,15,6,199,caught,1
501243,18,1,54,caught,1
501243,19,6,285,caught,1
501244,6,3,65,caught,2
501244,6,5,26,caught,2
501244,11,7,9,caught,1
501244,12,4,40,caught,1
501244,20,4,87,caught,1
501245,13,2,266,caught,1
501245,15,3,192,caught,1
501245,16,4,6,caught,1
501245,19,3,21,caught,2
501245,19,4,52,caught,1
501246,1,1,157,caught,2
501246,3,3,289,caught,1
501246,4,4,74,caught,2
501246,9,2,133,caught,1
501246,9,4,211,caught,2
501246,11,6,208,caught,1
501246,13,5,27,caught,2
501246,15,2,57,caught,1
501246,17,3,178,caught,1
501246,18,5,56,caught,1
501246,19,2,96,caught,2
501246,20,6,221,caught,1
501247,2,5,2,caught,1
501247,6,2,17,caught,1
501247,11,3,40,caught,2
501247,12,5,288,caught,1
501247,14,6,87,caught,2
501247,15,4,35,caught,1
501247,19,5,31,caught,2
501248,1,2,254,caught,2
501248,3,5,112,caught,1
501248,4,2,183,caught,2
501248,6,5,54,caught,2
501248,9,5,42,caught,1
501248,12,7,26,caught,1
501248,17,2,41,caught,2
501248,19,2,93,caught,1
501249,2,6,48,caught,2
501249,5,3,167,caught,2
501249,5,5,135,caught,1
501249,8,4,264,caught,2
501249,15,4,162,caught,1
501249,19,4,188,caught,2
501250,6,5,21,caught,1
501250,6,6,40,caught,2
501250,11,6,19,caught,1
501251,3,1,41,caught,2
501251,3,6,183,caught,2
501251,7,6,289,caught,1
501251,17,2,57,caught,1
501251,17,6,199,caught,2
501251,19,5,208,caught,1
501251,20,5,190,caught,2
501251,20,6,293,caught,2
501252,6,3,2,caught,1
501252,10,6,64,caught,1
501252,14,3,104,caught,1
501252,18,2,259,caught,1
501252,19,3,81,caught,1
501252,20,3,35,caught,1
501253,4,6,53,caught,1
501253,5,4,157,caught,2
501253,8,4,167,caught,1
501253,10,5,46,caught,2
501253,15,3,4,caught,1
501253,16,4,88,caught,1
501253,16,7,211,caught,2
501253,18,6,236,caught,1
501253,19,4,188,caught,1
501253,20,1,148,caught,1
501254,4,4,6,caught,2
501254,6,5,32,caught,2
501254,9,2,52,caught,2
501254,10,5,266,caught,2
501254,15,1,85,caught,2
501254,20,3,38,caught,2
501255,7,4,42,caught,1
501255,13,4,46,caught,2
501255,19,1,154,caught,1
501255,19,4,65,caught,1
501255,19,5,136,caught,1
501255,20,5,94,caught,1
501256,3,4,133,caught,2
501256,4,4,167,caught,1
501256,5,1,289,caught,2
501256,9,5,208,caught,2
501256,10,1,178,caught,2
501256,11,4,53,caught,1
501256,13,3,221,caught,2
501256,16,2,100,caught,1
501256,16,6,4,caught,1
501256,19,1,88,caught,1
501256,19,6,188,caught,1
501257,7,4,135,caught,2
501257,10,3,32,caught,1
501257,17,3,192,caught,1
501257,18,2,52,caught,1
501257,19,3,266,caught,1
501258,3,5,183,caught,2
501258,6,3,21,caught,1
501258,8,1,292,caught,2
501258,10,5,187,caught,2
501258,11,2,185,caught,1
501258,18,1,25,caught,2
501258,20,2,198,caught,2
501259,5,4,53,caught,2
501259,15,1,88,caught,2
501259,15,5,104,caught,1
501259,19,2,17,caught,1
501260,3,3,216,caught,1
501260,3,4,162,caught,2
501260,4,5,9,caught,1
501260,6,3,40,caught,1
501260,6,5,139,caught,2
501260,8,3,8,caught,2
501260,11,4,33,caught,2
501260,12,1,239,caught,2
501260,13,2,31,caught,1
501261,6,3,57,caught,2
501261,8,2,26,caught,1
501261,10,6,65,caught,1
501261,12,2,56,caught,2
501261,15,2,93,caught,1
501261,16,3,178,caught,2
501261,20,5,221,caught,2
501262,4,3,53,caught,1
501262,8,6,183,caught,2
501262,10,5,187,caught,2
501262,12,2,249,caught,2
501262,14,5,54,caught,2
501262,15,2,100,caught,1
501262,15,2,29,caught,2
501262,16,1,25,caught,2
501262,17,4,4,caught,1
501262,18,4,285,caught,2
501262,20,4,88,caught,1
501263,2,3,64,caught,2
501263,4,1,6,caught,1
501263,10,4,47,caught,1
501263,16,2,266,caught,1
501263,19,3,298,caught,1
501264,4,6,157,caught,1
501264,6,5,1,caught,1
501264,15,5,27,caught,1
501264,16,1,26,caught,2
501265,2,6,162,caught,2
501265,4,6,167,caught,1
501265,4,7,8,caught,2
501265,6,6,79,caught,2
501265,7,6,261,caught,2
501265,13,6,110,caught,2
501265,16,3,244,caught,2
501265,20,5,53,caught,1
501266,3,2,17,caught,2
501266,6,4,21,caught,1
501266,9,4,23,caught,1
501266,15,3,19,caught,1
501266,17,2,20,caught,1
501266,18,6,35,caught,2
501267,1,4,132,caught,2
501267,2,2,157,caught,1
501267,13,3,1,caught,1
501267,14,6,46,caught,1
501267,16,5,31,caught,2
501267,20,3,27,caught,1
501268,2,3,178,caught,1
501268,4,6,208,caught,1
501268,12,3,133,caught,1
501269,2,4,167,caught,2
501269,3,6,100,caught,2
501269,11,4,53,caught,2
501269,11,6,88,caught,2
501269,14,2,112,caught,1
501269,14,3,48,caught,2
501269,16,3,210,caught,2
501269,16,5,188,caught,2
501269,17,1,154,caught,1
501270,6,6,183,caught,1
501271,4,3,185,caught,1
501271,5,1,21,caught,1
501271,6,4,23,caught,1
501271,10,5,8,caught,2
501271,14,4,62,caught,1
501271,18,5,109,caught,1
501271,19,5,201,caught,1
501272,2,1,178,caught,2
501272,9,1,50,caught,2
501272,11,2,57,caught,2
501272,13,3,133,caught,2
501272,16,6,31,caught,1
501272,18,3,9,caught,1
501273,9,7,260,caught,1
501273,11,6,23,caught,2
501273,12,5,110,caught,1
501273,17,4,20,caught,2
501274,2,4,9,caught,1
501274,4,2,132,caught,1
501274,8,5,289,caught,2
501274,11,5,133,caught,2
501274,13,5,208,caught,2
501274,13,6,31,caught,1
501274,18,6,178,caught,2
501275,4,3,289,caught,2
501275,6,1,50,caught,2
501275,11,4,260,caught,1
501275,11,4,57,caught,2
501275,13,5,221,caught,2
501275,15,4,162,caught,1
501275,16,5,194,caught,2
501275,17,2,139,caught,1
501276,1,4,162,caught,2
501276,13,6,244,caught,2
501276,15,5,19,caught,1
501276,19,1,185,caught,1
501276,19,2,20,caught,1
501276,19,4,15,caught,2
501276,20,4,109,caught,1
548311,6,5,185,caught,1
548311,8,5,304,caught,2
548311,9,3,57,caught,2
548311,10,5,21,caught,1
548311,12,2,71,caught,1
548311,13,4,109,caught,1
548311,17,1,23,caught,1
548311,20,5,248,caught,1
548312,4,6,31,caught,1
548312,8,2,41,caught,2
548312,11,4,63,caught,1
548313,2,1,208,caught,2
548313,2,8,57,caught,2
548313,18,3,275,caught,2
548313,19,5,194,caught,2
548313,20,3,306,caught,1
548314,5,2,53,caught,2
548314,6,5,167,caught,2
548314,8,2,100,caught,2
548314,8,6,48,caught,2
548314,10,4,6,caught,1
548314,12,2,4,caught,2
548314,16,4,228,caught,2
548315,1,5,41,caught,2
548315,4,7,203,caught,1
548315,6,6,198,caught,1
548315,8,2,8,caught,1
548315,8,3,183,caught,2
548315,12,4,305,caught,2
548315,13,2,260,caught,1
548315,14,4,54,caught,2
548315,17,7,199,caught,2
548315,20,5,81,caught,1
548316,4,8,313,caught,2
548316,7,2,42,caught,2
548316,9,1,303,caught,1
548316,12,3,10,caught,2
548316,13,2,23,caught,1
548316,14,5,258,caught,2
548316,15,1,120,caught,2
548316,15,6,20,caught,1
548316,18,1,314,caught,2
548317,2,5,9,caught,2
548317,2,6,40,caught,2
548317,11,2,31,caught,2
548317,15,4,63,caught,2
548317,17,1,104,caught,1
548318,4,6,1,caught,1
548318,10,4,236,caught,2
548318,13,5,48,caught,2
548318,16,1,67,caught,2
548318,17,4,137,caught,2
548318,19,7,310,caught,2
548319,2,4,17,caught,1
548319,4,1,93,caught,1
548319,7,6,42,caught,1
548319,12,2,208,caught,2
548319,17,2,221,caught,2
548319,18,6,258,caught,1
548319,19,4,136,caught,1
548319,20,7,314,caught,1
548320,2,4,203,caught,2
548320,4,3,162,caught,2
548320,6,5,8,caught,2
548320,7,2,9,caught,1
548320,10,1,260,caught,2
548320,15,1,31,caught,1
548320,15,3,79,caught,2
548320,17,2,40,caught,1
548320,17,5,87,caught,1
548320,18,2,284,caught,1
548320,19,3,276,caught,1
548320,20,3,63,caught,1
548320,20,6,81,caught,2
548321,4,1,303,caught,1
548321,6,6,41,caught,2
548321,11,2,35,caught,1
548321,18,1,20,caught,1
548322,2,3,6,caught,2
548322,2,4,132,caught,2
548322,4,3,178,caught,1
548322,12,1,85,caught,2
548322,15,4,192,caught,2
548322,17,6,221,caught,1
548322,18,3,266,caught,2
548322,18,4,88,caught,1
548322,18,4,297,caught,2
548322,19,4,275,caught,1
548322,20,4,316,caught,2
548323,6,3,260,caught,1
548323,11,3,21,caught,2
548323,15,3,303,caught,2
548323,17,2,162,caught,1
548323,18,2,110,caught,1
548323,18,7,20,caught,2
548323,19,6,79,caught,1
548323,20,1,8,caught,1
548323,20,2,109,caught,2
548323,20,5,317,caught,1
548324,6,1,1,caught,1
548324,8,6,53,caught,2
548324,12,4,236,caught,2
548324,13,1,46,caught,1
548324,17,3,96,caught,1
548324,18,5,235,caught,1
548325,7,1,85,caught,1
548325,9,2,6,caught,1
548325,15,5,214,caught,2
548325,17,4,132,caught,1
548325,19,4,276,caught,2
548326,1,5,183,caught,2
548326,3,2,26,caught,1
548326,4,2,41,caught,2
548326,5,4,64,caught,2
548326,12,6,17,caught,1
548326,14,4,154,caught,1
548326,15,4,29,caught,2
548326,17,1,258,caught,1
548326,18,3,211,caught,1
548326,18,6,94,caught,1
548327,7,1,185,caught,1
548327,12,3,21,caught,1
548327,19,6,20,caught,1
548327,20,2,35,caught,1
548328,2,6,9,caught,2
548328,3,5,53,caught,1
548328,12,6,236,caught,1
548328,17,3,212,caught,1
548328,17,5,137,caught,1
548328,18,5,228,caught,1
548328,20,4,256,caught,1
548329,5,4,260,caught,2
548329,16,4,33,caught,2
548329,18,2,15,caught,2
548329,19,4,204,caught,1
548329,20,5,121,caught,2
548330,6,1,183,caught,2
548330,8,6,158,caught,2
548330,9,3,221,caught,1
548330,10,3,57,caught,1
548330,11,2,88,caught,1
548330,13,1,41,caught,2
548330,15,5,318,caught,1
548330,18,6,50,caught,1
548331,11,4,26,caught,1
548331,12,6,266,caught,2
548331,14,1,42,caught,1
548331,14,3,85,caught,2
548331,16,2,204,caught,2
548331,19,1,192,caught,2
548332,3,4,135,caught,2
548332,6,6,260,caught,2
548332,7,6,157,caught,1
548332,12,5,1,caught,1
548332,12,5,8,caught,2
548332,13,6,46,caught,1
548332,20,5,191,caught,1
548333,3,6,167,caught,1
548333,6,5,2,caught,2
548333,10,3,236,caught,1
548333,14,6,100,caught,1
548333,17,5,137,caught,1
548333,18,1,212,caught,1
548334,1,2,41,caught,2
548334,5,5,313,caught,1
548334,6,5,26,caught,1
548334,20,4,10,caught,1
548335,2,2,46,caught,2
548335,4,4,157,caught,2
548335,7,1,96,caught,2
548335,10,4,1,caught,2
548335,14,2,307,caught,2
548335,16,3,303,caught,1
548335,16,5,23,caught,1
548335,17,3,21,caught,1
548335,19,2,306,caught,2
548335,19,5,71,caught,1
548335,20,6,35,caught,1
548336,2,6,8,caught,2
548336,5,6,167,caught,1
548336,6,1,79,caught,2
548336,14,6,320,caught,1
548336,18,6,162,caught,2
548336,20,1,236,caught,1
548337,5,4,85,caught,1
548337,8,6,6,caught,1
548337,17,1,303,caught,2
548337,17,3,21,caught,2
548337,19,5,266,caught,1
548337,20,6,204,caught,1
548338,3,1,64,caught,2
548338,4,6,46,caught,1
548338,12,6,29,caught,2
548338,15,2,1,caught,1
548338,18,2,52,caught,2
548338,20,1,199,caught,2
548339,9,6,236,caught,2
548339,10,2,57,caught,1
548339,16,2,4,caught,2
548339,18,4,221,caught,1
548339,18,5,321,caught,2
548339,19,3,275,caught,1
548339,19,4,50,caught,1
548340,10,5,40,caught,2
548340,15,1,10,caught,1
548340,16,4,42,caught,1
548340,17,2,9,caught,2
548340,18,4,257,caught,1
548340,19,3,314,caught,1
548340,20,2,94,caught,1
548341,4,4,8,caught,1
548341,8,2,85,caught,2
548341,10,4,260,caught,1
548341,12,6,132,caught,2
548341,14,1,6,caught,2
548341,15,5,104,caught,2
548341,17,5,309,caught,2
548341,20,6,316,caught,2
548342,2,2,1,caught,1
548342,12,1,158,caught,2
548344,6,2,236,caught,1
548344,8,4,319,caught,1
548344,8,5,275,caught,2
548344,10,1,133,caught,2
548344,11,5,88,caught,2
548344,13,6,100,caught,1
548344,14,4,221,caught,2
548344,18,2,57,caught,2
548344,18,4,50,caught,2
548346,3,3,157,caught,2
548346,6,6,17,caught,1
548346,10,5,1,caught,2
548346,14,6,307,caught,2
548346,17,7,306,caught,2
548346,18,3,10,caught,1
548347,1,3,289,caught,2
548347,3,3,133,caught,2
548347,4,1,57,caught,2
548347,14,1,64,caught,1
548347,16,1,41,caught,1
548347,16,1,208,caught,2
548347,16,3,29,caught,1
548347,20,3,50,caught,2
548348,8,4,23,caught,2
548348,15,4,35,caught,2
548348,16,5,320,caught,1
548348,17,5,236,caught,1
548348,18,2,4,caught,1
548348,18,4,67,caught,1
548348,19,5,71,caught,2
548348,20,1,109,caught,2
548349,1,6,135,caught,2
548349,6,3,110,caught,2
548349,13,5,79,caught,2
548349,19,4,40,caught,1
548349,20,2,9,caught,1
548349,20,5,162,caught,2
548349,20,6,31,caught,1
548350,2,6,64,caught,1
548350,3,6,158,caught,1
548350,14,1,41,caught,1
548350,14,7,6,caught,2
548350,18,6,183,caught,1
548350,20,5,199,caught,1
548351,6,3,17,caught,1
548351,6,5,133,caught,2
548351,8,2,257,caught,1
548351,9,2,10,caught,1
548351,9,3,88,caught,2
548351,13,1,258,caught,1
548351,13,6,93,caught,1
548351,14,6,57,caught,2
548351,16,2,325,caught,1
548351,17,1,275,caught,2
548351,17,6,136,caught,1
548351,19,4,326,caught,1
548352,2,4,303,caught,1
548352,3,5,2,caught,2
548352,11,1,71,caught,1
548352,13,3,9,caught,2
548352,13,6,21,caught,1
548352,17,1,87,caught,2
548352,18,6,35,caught,1
548352,20,3,31,caught,2
548353,1,1,96,caught,2
548353,13,4,1,caught,2
548353,19,5,46,caught,2
548353,20,1,10,caught,1
548353,20,5,171,caught,2
548354,9,4,85,caught,1
548354,11,2,158,caught,2
548354,12,4,204,caught,1
548354,12,5,52,caught,2
548354,13,2,104,caught,1
548354,13,6,266,caught,1
548354,15,4,41,caught,2
548355,16,2,162,caught,1
548355,17,2,319,caught,2
548355,20,1,198,caught,1
548355,20,3,110,caught,1
548356,7,5,157,caught,2
548356,8,4,275,caught,1
548356,12,6,133,caught,1
548356,14,3,323,caught,1
548356,17,1,50,caught,1
548356,19,2,267,caught,2
548357,3,2,185,caught,1
548357,10,4,21,caught,1
548357,14,1,303,caught,1
548357,19,4,35,caught,1
548357,20,4,325,caught,2
548358,4,4,46,caught,2
548358,7,4,96,caught,2
548358,8,4,171,caught,2
548358,13,3,40,caught,1
548358,18,4,1,caught,2
548358,19,1,31,caught,1
548358,19,6,63,caught,1
548358,20,4,191,caught,2
548359,2,2,85,caught,1
548359,2,3,236,caught,2
548359,8,3,4,caught,2
548359,8,5,32,caught,1
548359,14,2,6,caught,1
548359,16,6,266,caught,1
548359,19,2,188,caught,2
548359,20,4,104,caught,1
548359,20,6,255,caught,1
548360,3,2,275,caught,2
548360,15,1,21,caught,1
548360,16,5,133,caught,2
548360,19,3,20,caught,1
548360,19,7,50,caught,2
548360,20,5,35,caught,1
548360,20,6,201,caught,1
548361,14,1,8,caught,2
548361,14,5,261,caught,2
548362,6,4,187,caught,1
548362,15,2,52,caught,1
548362,16,1,9,caught,2
548362,16,2,2,caught,2
548362,18,2,87,caught,2
548362,20,2,183,caught,1
548363,2,3,85,caught,2
548363,6,4,1,caught,1
548363,6,6,6,caught,2
548363,13,6,46,caught,1
548363,14,4,266,caught,2
548364,2,5,42,caught,2
548364,11,1,313,caught,2
548364,11,4,10,caught,2
548364,12,2,26,caught,2
548364,12,6,4,caught,1
548364,19,2,325,caught,2
548365,2,2,275,caught,1
548365,14,6,208,caught,1
548365,16,4,88,caught,1
548365,16,5,147,caught,1
548366,2,5,6,caught,1
548366,6,4,32,caught,1
548366,6,6,21,caught,2
548366,9,4,85,caught,1
548366,11,2,255,caught,1
548366,12,2,71,caught,2
548366,16,6,20,caught,2
548366,17,2,35,caught,2
548367,4,5,328,caught,2
548367,9,3,162,caught,1
548367,12,3,8,caught,1
548367,15,1,330,caught,2
548368,2,2,214,caught,2
548368,20,5,9,caught,2
548369,3,1,187,caught,1
548369,5,7,183,caught,1
548369,6,2,64,caught,1
548369,11,1,19,caught,2
548369,14,2,54,caught,1
548370,1,5,157,caught,2
548370,5,3,6,caught,1
548370,15,1,306,caught,2
548370,18,2,191,caught,2
548370,18,6,235,caught,2
548370,19,2,104,caught,1
548371,3,2,319,caught,2
548371,5,4,100,caught,2
548371,6,6,17,caught,1
548371,7,6,26,caught,1
548371,8,2,236,caught,2
548371,17,1,148,caught,2
548371,17,4,67,caught,2
548371,17,6,42,caught,1
548371,20,5,258,caught,1
548372,1,6,133,caught,2
548372,8,5,88,caught,2
548372,9,5,147,caught,2
548372,12,3,110,caught,1
548373,11,2,19,caught,2
548373,15,4,9,caught,1
548373,17,6,31,caught,1
548373,18,1,303,caught,2
548373,18,2,87,caught,1
548373,20,3,63,caught,1
548374,3,1,187,caught,2
548374,4,1,100,caught,1
548374,6,2,54,caught,2
548374,6,3,236,caught,1
548374,6,4,52,caught,2
548374,8,2,319,caught,1
548374,12,5,321,caught,1
548374,14,6,183,caught,2
548374,18,1,67,caught,1
548375,13,6,88,caught,2
548375,15,1,87,caught,1
548375,17,4,221,caught,2
548375,18,1,50,caught,2
548375,18,5,57,caught,2
548375,19,1,89,caught,1
548375,19,6,194,caught,2
548375,20,1,61,caught,2
548376,3,6,185,caught,1
548376,5,3,19,caught,1
548376,8,4,21,caught,1
548376,9,2,319,caught,2
548376,11,2,20,caught,1
548376,11,2,4,caught,2
548376,16,1,148,caught,2
548376,16,4,35,caught,1
548376,19,5,109,caught,1
548376,20,5,71,caught,1
548377,2,4,187,caught,2
548377,3,2,135,caught,1
548377,5,2,262,caught,2
548377,9,1,64,caught,2
548377,12,3,54,caught,2
548377,16,4,183,caught,2
548377,17,2,52,caught,2
548377,18,5,29,caught,2
548377,20,3,334,caught,2
548377,20,7,232,caught,2
548378,2,3,85,caught,1
548378,9,3,42,caught,2
548378,12,5,331,caught,2
548378,12,6,6,caught,1
548378,16,5,336,caught,2
548378,18,2,266,caught,1
548378,18,6,154,caught,2
548379,2,1,236,caught,1
548379,4,3,53,caught,1
548379,5,3,167,caught,1
548379,6,5,4,caught,1
548379,9,7,262,caught,2
548379,13,5,187,caught,2
548379,15,1,148,caught,1
548379,15,2,29,caught,2
548379,17,5,64,caught,2
548379,19,1,321,caught,1
548380,3,2,46,caught,2
548380,5,3,40,caught,1
548380,17,1,2,caught,1
548380,17,6,295,caught,2
548380,19,3,267,caught,2
548381,4,4,331,caught,1
548381,5,2,10,caught,1
548381,10,2,110,caught,2
548381,12,1,26,caught,1
548381,16,6,8,caught,2
548381,19,1,79,caught,2
548381,19,5,154,caught,1
548381,20,2,81,caught,2
548381,20,4,121,caught,2
548381,20,6,17,caught,1
548382,2,5,6,caught,1
548382,6,2,85,caught,1
548382,14,8,32,caught,1
548383,2,6,187,caught,2
548383,3,1,41,caught,2
548383,11,2,183,caught,2
548383,13,4,2,caught,1
548383,14,4,276,caught,1
548383,16,6,9,caught,1
548383,17,6,54,caught,2
548383,19,5,52,caught,2
548383,20,4,190,caught,2
548384,2,1,185,caught,1
548384,7,2,147,caught,2
548384,9,1,88,caught,2
548384,11,1,57,caught,2
548384,12,5,208,caught,2
548384,14,2,23,caught,1
548384,14,3,275,caught,2
548384,15,2,19,caught,1
548384,15,2,50,caught,2
548384,16,1,35,caught,1
548384,18,6,221,caught,2
548385,3,2,187,caught,2
548385,4,4,41,caught,2
548385,9,1,19,caught,1
