598053,26,Captain,11
548378,6,Captain,5
548378,10,Captain,8
392223,133,Captain,7
501215,133,Captain,7
336009,49,Captain,7
336019,1,Captain,1
419154,40,Captain,6
501251,133,Captain,7
335987,6,Captain,2
734026,362,Captain,11
419129,38,Captain,5
981020,40,Captain,1
548327,1,Captain,10
980906,57,Captain,7
598054,6,Captain,5
734028,40,Captain,1
598054,64,Captain,6
392242,41,Captain,6
392208,133,Captain,7
548379,64,Captain,6
336033,27,Captain,4
392224,2,Captain,1
734030,57,Captain,7
392224,40,Captain,6
734030,197,Captain,4
501252,64,Captain,9
598055,40,Captain,1
598055,57,Captain,7
501216,175,Captain,2
336043,38,Captain,5
548380,1,Captain,10
734032,8,Captain,2
501252,175,Captain,2
548328,40,Captain,1
734032,40,Captain,1
548380,40,Captain,1
980942,21,Captain,13
336002,49,Captain,7
980920,40,Captain,1
419155,38,Captain,5
598056,26,Captain,11
501253,27,Captain,10
829828,57,Captain,7
419155,133,Captain,7
548381,8,Captain,2
392209,27,Captain,4
548329,6,Captain,5
548381,26,Captain,8
980968,40,Captain,1
336043,41,Captain,6
598057,6,Captain,5
335997,38,Captain,5
734034,362,Captain,11
734036,57,Captain,7
335993,41,Captain,6
734036,158,Captain,6
419130,133,Captain,7
548329,175,Captain,2
981020,187,Captain,11
392209,124,Captain,2
548382,6,Captain,5
548382,50,Captain,7
734038,32,Captain,5
598058,40,Captain,1
392225,38,Captain,5
734038,197,Captain,4
548330,41,Captain,6
548330,50,Captain,7
501254,38,Captain,5
980980,40,Captain,1
501218,27,Captain,10
598058,254,Captain,10
501218,41,Captain,6
981004,185,Captain,4
419131,38,Captain,5
734040,8,Captain,2
598059,8,Captain,2
980990,57,Captain,7
548383,40,Captain,1
548383,41,Captain,6
598059,187,Captain,6
336014,41,Captain,6
419156,124,Captain,2
336026,1,Captain,1
548331,6,Captain,5
980942,8,Captain,2
734042,40,Captain,1
980956,40,Captain,1
501255,27,Captain,10
336033,133,Captain,7
392243,124,Captain,2
598060,57,Captain,7
336044,20,Captain,3
392210,38,Captain,5
980934,21,Captain,13
419157,40,Captain,6
734042,362,Captain,11
548384,50,Captain,7
981008,187,Captain,11
598060,254,Captain,10
734044,158,Captain,6
734044,197,Captain,4
501219,38,Captain,5
501219,40,Captain,1
598061,10,Captain,11
980918,320,Captain,4
548332,1,Captain,10
419157,133,Captain,7
980998,57,Captain,7
734046,32,Captain,5
419132,1,Captain,1
734046,57,Captain,7
980956,15,Captain,6
392196,27,Captain,4
548385,41,Captain,6
336044,27,Captain,4
548332,175,Captain,2
598062,8,Captain,2
392226,2,Captain,1
598062,40,Captain,1
501256,133,Captain,7
734048,40,Captain,1
734048,197,Captain,4
419158,1,Captain,1
392244,124,Captain,2
980932,57,Captain,7
548333,40,Captain,1
336000,27,Captain,4
598063,6,Captain,5
501220,64,Captain,9
548386,40,Captain,1
501257,8,Captain,2
980980,21,Captain,13
336034,6,Captain,2
501257,38,Captain,5
734050,57,Captain,7
981024,8,Captain,2
335993,55,Captain,8
419111,1,Captain,1
980998,15,Captain,6
548334,26,Captain,8
598003,40,Captain,1
829826,8,Captain,2
598003,64,Captain,6
548334,41,Captain,6
980918,15,Captain,6
598064,64,Captain,6
734052,197,Captain,4
392226,124,Captain,2
501221,41,Captain,6
734054,40,Captain,1
392196,158,Captain,2
501258,25,Captain,6
598065,10,Captain,11
734054,197,Captain,4
598004,3,Captain,7
598004,8,Captain,2
598065,57,Captain,7
336034,20,Captain,3
980988,187,Captain,11
548335,1,Captain,10
980940,320,Captain,4
392211,40,Captain,6
419159,38,Captain,5
829710,40,Captain,1
829710,57,Captain,7
335996,27,Captain,4
419133,124,Captain,2
392227,27,Captain,4
598066,40,Captain,1
336006,41,Captain,6
419159,124,Captain,2
598005,26,Captain,11
501223,27,Captain,10
598066,254,Captain,10
336000,41,Captain,6
980954,21,Captain,13
829712,154,Captain,6
548336,4,Captain,4
501259,64,Captain,9
598005,191,Captain,10
336045,20,Captain,3
501223,133,Captain,7
419112,38,Captain,5
336020,38,Captain,5
598006,6,Captain,5
980978,187,Captain,11
829714,197,Captain,4
548336,175,Captain,2
598067,187,Captain,6
829714,306,Captain,5
598006,64,Captain,6
419134,38,Captain,5
419160,40,Captain,6
336003,6,Captain,2
598068,6,Captain,5
598068,57,Captain,7
829824,306,Captain,5
501260,8,Captain,2
548337,6,Captain,5
980940,187,Captain,11
419112,133,Captain,7
336026,133,Captain,7
829716,187,Captain,11
598007,3,Captain,7
501260,40,Captain,1
829718,8,Captain,2
598069,4,Captain,4
829718,40,Captain,1
598069,8,Captain,2
501224,40,Captain,1
336045,38,Captain,5
501224,64,Captain,9
392227,133,Captain,7
336020,41,Captain,6
392212,2,Captain,1
392228,41,Captain,6
548338,1,Captain,10
548338,41,Captain,6
980952,57,Captain,7
598070,6,Captain,5
829720,154,Captain,6
598070,10,Captain,11
829720,306,Captain,5
980932,8,Captain,2
392212,27,Captain,4
980996,187,Captain,11
980978,57,Captain,7
392197,133,Captain,7
980988,154,Captain,6
598008,191,Captain,10
335998,1,Captain,1
501225,38,Captain,5
829722,57,Captain,7
501261,133,Captain,7
419113,40,Captain,6
829722,197,Captain,4
336027,27,Captain,4
980966,21,Captain,13
980916,21,Captain,13
598071,57,Captain,7
548339,4,Captain,4
548339,50,Captain,7
829724,8,Captain,2
336036,27,Captain,4
419135,133,Captain,7
829724,187,Captain,11
501262,25,Captain,6
336015,1,Captain,1
336027,41,Captain,6
392199,41,Captain,6
336010,38,Captain,5
598072,64,Captain,6
829726,57,Captain,7
598010,6,Captain,5
336015,6,Captain,2
419136,1,Captain,1
598010,40,Captain,1
598072,254,Captain,10
980966,15,Captain,6
829726,306,Captain,5
548340,26,Captain,8
419136,40,Captain,6
548340,40,Captain,1
598073,8,Captain,2
980914,57,Captain,7
829728,40,Captain,1
335994,50,Captain,7
419114,1,Captain,1
501226,133,Captain,7
598011,3,Captain,7
419162,124,Captain,2
598011,64,Captain,6
419162,133,Captain,7
501263,38,Captain,5
548341,6,Captain,5
598074,10,Captain,11
829730,154,Captain,6
501263,64,Captain,9
598074,40,Captain,1
829730,197,Captain,4
392186,20,Captain,3
419163,1,Captain,1
980930,320,Captain,4
548341,175,Captain,2
981004,8,Captain,2
501227,40,Captain,1
829732,187,Captain,11
419163,38,Captain,5
829732,306,Captain,5
980952,40,Captain,1
501264,27,Captain,10
598075,57,Captain,7
548342,1,Captain,10
548342,41,Captain,6
829824,8,Captain,2
392199,158,Captain,2
335992,27,Captain,4
419114,124,Captain,2
829734,57,Captain,7
598013,8,Captain,2
501227,175,Captain,2
598013,40,Captain,1
598076,6,Captain,5
598076,10,Captain,11
336021,6,Captain,2
392229,124,Captain,2
419137,64,Captain,4
335989,41,Captain,6
392200,27,Captain,4
829736,154,Captain,6
980996,185,Captain,4
829736,187,Captain,11
548344,4,Captain,4
501265,8,Captain,2
548344,50,Captain,7
501228,41,Captain,6
598077,6,Captain,5
598014,6,Captain,5
392213,124,Captain,2
598077,57,Captain,7
829738,40,Captain,1
419137,133,Captain,7
392213,133,Captain,7
829738,197,Captain,4
598014,191,Captain,10
335991,55,Captain,8
980914,40,Captain,1
392230,38,Captain,5
829822,57,Captain,7
829740,32,Captain,5
548346,1,Captain,10
598078,57,Captain,7
598015,26,Captain,11
598015,64,Captain,6
548346,26,Captain,8
392200,38,Captain,5
981008,15,Captain,6
392186,133,Captain,7
829742,8,Captain,2
829742,57,Captain,7
336003,41,Captain,6
335990,6,Captain,2
729284,40,Captain,1
729284,57,Captain,7
336037,41,Captain,6
419165,40,Captain,6
598016,3,Captain,7
980976,185,Captain,4
392230,133,Captain,7
336028,6,Captain,2
501229,133,Captain,7
548347,41,Captain,6
829744,40,Captain,1
548347,50,Captain,7
729286,8,Captain,2
829744,154,Captain,6
336021,27,Captain,4
598016,191,Captain,10
419116,38,Captain,5
419138,124,Captain,2
419116,40,Captain,6
501267,27,Captain,10
598017,8,Captain,2
501267,40,Captain,1
981024,187,Captain,11
501230,38,Captain,5
548348,4,Captain,4
335996,50,Captain,7
336011,6,Captain,2
419139,38,Captain,5
729288,197,Captain,4
829748,40,Captain,1
501230,64,Captain,9
419139,40,Captain,6
392231,27,Captain,4
419166,1,Captain,1
336007,6,Captain,2
829748,187,Captain,11
598018,26,Captain,11
729290,32,Captain,5
729290,42,Captain,11
598018,40,Captain,1
501268,38,Captain,5
419166,71,Captain,7
829750,8,Captain,2
392187,38,Captain,5
392231,41,Captain,6
980964,40,Captain,1
335987,1,Captain,1
548349,40,Captain,1
501268,133,Captain,7
501231,27,Captain,10
729292,8,Captain,2
598019,6,Captain,5
829752,57,Captain,7
981012,57,Captain,7
829752,154,Captain,6
729292,57,Captain,7
980930,40,Captain,1
335990,50,Captain,7
548349,175,Captain,2
501269,10,Captain,8
392215,27,Captain,4
981012,21,Captain,13
829754,8,Captain,2
829754,32,Captain,5
548350,6,Captain,5
980950,21,Captain,13
548350,41,Captain,6
419140,1,Captain,1
729294,40,Captain,1
980928,187,Captain,11
980986,57,Captain,7
980912,187,Captain,11
598020,52,Captain,10
336037,133,Captain,7
336028,38,Captain,5
829756,57,Captain,7
392215,38,Captain,5
501232,41,Captain,6
729296,32,Captain,5
829756,187,Captain,11
981022,187,Captain,11
392187,158,Captain,2
548351,10,Captain,8
729296,197,Captain,4
548351,50,Captain,7
829820,187,Captain,11
598021,40,Captain,1
336011,27,Captain,4
501232,175,Captain,2
829758,197,Captain,4
419167,124,Captain,2
419167,133,Captain,7
980912,8,Captain,2
419117,124,Captain,2
829762,8,Captain,2
392188,27,Captain,4
336038,20,Captain,3
980964,8,Captain,2
419118,1,Captain,1
501233,27,Captain,10
980976,15,Captain,6
729300,42,Captain,11
548352,40,Captain,1
980950,15,Captain,6
729300,197,Captain,4
392188,41,Captain,6
829764,187,Captain,11
829764,197,Captain,4
598023,10,Captain,11
981010,185,Captain,4
980910,320,Captain,4
392232,133,Captain,7
729302,32,Captain,5
501271,175,Captain,2
829766,40,Captain,1
548353,1,Captain,10
392216,2,Captain,1
598023,191,Captain,10
548353,26,Captain,8
392216,40,Captain,6
829766,154,Captain,6
336016,38,Captain,5
336022,1,Captain,1
336001,6,Captain,2
419141,124,Captain,2
598024,3,Captain,7
598024,6,Captain,5
980962,57,Captain,7
729304,8,Captain,2
501272,40,Captain,1
392233,2,Captain,1
729304,40,Captain,1
501234,64,Captain,9
981002,15,Captain,6
501272,133,Captain,7
548354,6,Captain,5
980986,8,Captain,2
829820,57,Captain,7
548354,41,Captain,6
829770,40,Captain,1
336038,38,Captain,5
729306,42,Captain,11
336022,41,Captain,6
980928,57,Captain,7
419119,40,Captain,6
729306,158,Captain,6
419169,124,Captain,2
419142,38,Captain,5
598025,64,Captain,6
335992,38,Captain,5
980948,187,Captain,11
829772,154,Captain,6
392202,133,Captain,7
829772,197,Captain,4
548355,4,Captain,4
501235,40,Captain,1
501235,41,Captain,6
981018,21,Captain,13
729308,57,Captain,7
598026,10,Captain,11
829774,32,Captain,5
829774,57,Captain,7
980974,8,Captain,2
501273,175,Captain,2
548355,175,Captain,2
419119,133,Captain,7
336004,27,Captain,4
729310,8,Captain,2
729310,32,Captain,5
829776,8,Captain,2
829776,40,Captain,1
981016,15,Captain,6
980960,21,Captain,13
548356,1,Captain,10
548356,50,Captain,7
981016,8,Captain,2
980984,187,Captain,11
419170,133,Captain,7
598027,40,Captain,1
392234,27,Captain,4
501236,38,Captain,5
729312,40,Captain,1
501274,133,Captain,7
729312,197,Captain,4
829778,187,Captain,11
419143,133,Captain,7
501236,133,Captain,7
598028,6,Captain,5
598028,8,Captain,2
980972,187,Captain,11
980938,57,Captain,7
829780,57,Captain,7
392203,38,Captain,5
419120,38,Captain,5
548357,26,Captain,8
829780,197,Captain,4
729314,57,Captain,7
501203,40,Captain,1
729314,158,Captain,6
501275,133,Captain,7
392203,41,Captain,6
501275,175,Captain,2
336039,6,Captain,2
829782,32,Captain,5
598029,3,Captain,7
829782,154,Captain,6
501237,27,Captain,10
419120,124,Captain,2
729316,42,Captain,11
598029,64,Captain,6
548358,1,Captain,10
419144,1,Captain,1
392217,133,Captain,7
548358,40,Captain,1
829784,8,Captain,2
419144,26,Captain,4
336004,55,Captain,8
729318,8,Captain,2
501237,175,Captain,2
829786,40,Captain,1
729318,197,Captain,4
501276,175,Captain,2
548359,4,Captain,4
829786,187,Captain,11
548359,6,Captain,5
598030,254,Captain,10
501204,38,Captain,5
336039,55,Captain,8
336029,133,Captain,7
419121,21,Captain,3
501238,41,Captain,6
598031,6,Captain,5
829788,57,Captain,7
980926,15,Captain,6
829788,154,Captain,6
501238,64,Captain,9
548311,50,Captain,7
980994,40,Captain,1
392235,38,Captain,5
336017,6,Captain,2
829790,8,Captain,2
729322,42,Captain,11
829790,197,Captain,4
729322,57,Captain,7
392235,41,Captain,6
336030,1,Captain,1
548360,50,Captain,7
598032,8,Captain,2
419145,40,Captain,6
829792,32,Captain,5
392218,38,Captain,5
392204,2,Captain,1
980910,21,Captain,13
829792,187,Captain,11
501239,40,Captain,1
733976,40,Captain,1
598032,254,Captain,10
335995,38,Captain,5
548312,40,Captain,1
548312,41,Captain,6
548361,8,Captain,2
981018,8,Captain,2
501205,64,Captain,9
548361,26,Captain,8
392218,124,Captain,2
829794,57,Captain,7
980926,8,Captain,2
598033,64,Captain,6
419145,124,Captain,2
981022,21,Captain,13
733978,57,Captain,7
733978,197,Captain,4
501205,175,Captain,2
335988,27,Captain,4
829796,40,Captain,1
548313,1,Captain,10
829796,197,Captain,4
548313,50,Captain,7
336008,1,Captain,1
733980,32,Captain,5
598034,40,Captain,1
598034,57,Captain,7
733980,158,Captain,6
548362,40,Captain,1
548362,41,Captain,6
501240,27,Captain,10
981014,187,Captain,11
501240,38,Captain,5
419146,38,Captain,5
829798,154,Captain,6
501206,41,Captain,6
392236,2,Captain,1
829798,187,Captain,11
336040,1,Captain,1
733982,8,Captain,2
829800,8,Captain,2
733982,42,Captain,11
829800,57,Captain,7
598035,10,Captain,11
501206,133,Captain,7
980924,320,Captain,4
981006,40,Captain,1
548363,1,Captain,10
548363,6,Captain,5
548314,6,Captain,5
980946,320,Captain,4
336040,27,Captain,4
733984,32,Captain,5
733984,40,Captain,1
392219,27,Captain,4
980960,185,Captain,4
335997,6,Captain,2
829802,306,Captain,5
598036,40,Captain,1
392204,158,Captain,2
419123,1,Captain,1
548364,4,Captain,4
501207,27,Captain,10
829804,187,Captain,11
829804,197,Captain,4
548364,26,Captain,8
419123,38,Captain,5
733986,158,Captain,6
548315,41,Captain,6
598037,6,Captain,5
336008,27,Captain,4
335995,55,Captain,8
548315,175,Captain,2
733988,8,Captain,2
829806,154,Captain,6
392205,27,Captain,4
733988,57,Captain,7
419147,133,Captain,7
548365,8,Captain,2
548365,50,Captain,7
392190,158,Captain,2
829808,8,Captain,2
829808,197,Captain,4
598038,8,Captain,2
335999,49,Captain,7
598038,57,Captain,7
548316,10,Captain,8
733990,40,Captain,1
980946,57,Captain,7
980972,21,Captain,13
829810,40,Captain,1
733990,158,Captain,6
829810,57,Captain,7
501242,133,Captain,7
392237,41,Captain,6
501208,40,Captain,1
392220,40,Captain,6
548366,6,Captain,5
980938,15,Captain,6
419148,26,Captain,4
980922,57,Captain,7
829812,8,Captain,2
392191,27,Captain,4
419148,38,Captain,5
733992,197,Captain,4
598039,40,Captain,1
501243,41,Captain,6
829812,187,Captain,11
392237,124,Captain,2
548317,6,Captain,5
501243,64,Captain,9
335999,55,Captain,8
548317,40,Captain,1
548367,8,Captain,2
733994,32,Captain,5
733994,42,Captain,11
392205,133,Captain,7
829814,197,Captain,4
336031,6,Captain,2
598040,64,Captain,6
501209,38,Captain,5
336017,133,Captain,7
598040,254,Captain,10
829816,40,Captain,1
501209,41,Captain,6
733996,8,Captain,2
392238,2,Captain,1
336023,133,Captain,7
419124,124,Captain,2
548367,306,Captain,10
829816,306,Captain,5
419124,133,Captain,7
733996,197,Captain,4
598041,6,Captain,5
598041,8,Captain,2
548318,1,Captain,10
829732,351,Keeper,5
598075,88,Keeper,7
548318,46,Keeper,10
501264,46,Keeper,10
392218,183,Keeper,5
501227,110,Keeper,2
980946,17,Keeper,7
733980,88,Keeper,6
598041,110,Keeper,2
501209,183,Keeper,6
548342,46,Keeper,10
548368,88,Keeper,7
733998,88,Keeper,6
419124,207,Keeper,7
829734,17,Keeper,7
335997,11,Keeper,2
548356,46,Keeper,10
419149,62,Keeper,1
598026,355,Keeper,11
733998,183,Keeper,11
501209,252,Keeper,5
336008,62,Keeper,1
598041,351,Keeper,5
548313,88,Keeper,7
419149,88,Keeper,6
336024,26,Keeper,4
980926,355,Keeper,6
548368,214,Keeper,1
419114,132,Keeper,2
598042,88,Keeper,7
419124,11,Keeper,2
981010,62,Keeper,4
598034,88,Keeper,7
392186,47,Keeper,7
980936,354,Keeper,2
729310,351,Keeper,5
392221,26,Keeper,4
548356,88,Keeper,7
548319,17,Keeper,8
392234,26,Keeper,4
598076,17,Keeper,11
501210,110,Keeper,2
392213,47,Keeper,7
598042,329,Keeper,4
980958,354,Keeper,2
548319,88,Keeper,7
419163,183,Keeper,5
734000,360,Keeper,7
548369,183,Keeper,6
548342,183,Keeper,6
336015,62,Keeper,1
419123,183,Keeper,5
501227,279,Keeper,1
598034,95,Keeper,1
598043,46,Keeper,10
501244,11,Keeper,1
981006,46,Keeper,1
734002,46,Keeper,1
734002,62,Keeper,4
336031,88,Keeper,6
392238,183,Keeper,5
392200,26,Keeper,4
501274,132,Keeper,1
392206,88,Keeper,6
598076,277,Keeper,5
598013,214,Keeper,1
392238,200,Keeper,1
598040,46,Keeper,10
981020,46,Keeper,1
548370,46,Keeper,10
335992,69,Keeper,5
829820,17,Keeper,7
501210,263,Keeper,7
598013,239,Keeper,2
980922,17,Keeper,7
829736,183,Keeper,11
734004,17,Keeper,2
548370,132,Keeper,5
598027,95,Keeper,1
501245,277,Keeper,5
729312,46,Keeper,1
419150,46,Keeper,2
729312,62,Keeper,4
598044,88,Keeper,7
829736,237,Keeper,6
829808,62,Keeper,4
501246,46,Keeper,10
980970,351,Keeper,6
336004,53,Keeper,8
336041,69,Keeper,5
734004,351,Keeper,5
335990,43,Keeper,7
548320,110,Keeper,2
981000,354,Keeper,2
335991,62,Keeper,1
392239,26,Keeper,4
548371,17,Keeper,8
829808,88,Keeper,2
980964,354,Keeper,2
829778,183,Keeper,11
598014,46,Keeper,10
598077,88,Keeper,7
548320,214,Keeper,1
980960,62,Keeper,4
548344,88,Keeper,7
734006,183,Keeper,11
829738,46,Keeper,1
829738,62,Keeper,4
980952,17,Keeper,7
980978,17,Keeper,7
980944,46,Keeper,1
501246,208,Keeper,7
980990,407,Keeper,7
419170,208,Keeper,7
734006,360,Keeper,7
548371,319,Keeper,4
598045,214,Keeper,1
392193,46,Keeper,2
501274,208,Keeper,7
419120,11,Keeper,2
981014,46,Keeper,1
980996,183,Keeper,11
598045,237,Keeper,6
336002,2,Keeper,1
980976,355,Keeper,6
501240,46,Keeper,10
336041,114,Keeper,7
419137,208,Keeper,7
734008,277,Keeper,5
598077,277,Keeper,5
336024,69,Keeper,5
501228,183,Keeper,6
980982,62,Keeper,4
548321,183,Keeper,6
501247,11,Keeper,1
548372,88,Keeper,7
501247,17,Keeper,9
548372,110,Keeper,2
336027,134,Keeper,4
336031,132,Keeper,2
392237,11,Keeper,2
734010,17,Keeper,2
548344,319,Keeper,4
501212,17,Keeper,9
419137,214,Keeper,4
501265,239,Keeper,2
981008,355,Keeper,6
501243,183,Keeper,6
733988,360,Keeper,7
598046,329,Keeper,4
501212,46,Keeper,10
392203,36,Keeper,5
981004,354,Keeper,2
336021,11,Keeper,2
336013,36,Keeper,5
598047,46,Keeper,10
734010,355,Keeper,6
548373,2,Keeper,1
548322,88,Keeper,7
733980,351,Keeper,5
598014,341,Keeper,5
829780,17,Keeper,7
548322,132,Keeper,5
336042,17,Keeper,3
548357,17,Keeper,8
734012,62,Keeper,4
598015,17,Keeper,11
598078,88,Keeper,7
829798,183,Keeper,11
392200,36,Keeper,5
734012,183,Keeper,11
548346,17,Keeper,8
548365,88,Keeper,7
829780,62,Keeper,4
419151,208,Keeper,7
598047,239,Keeper,2
980984,183,Keeper,11
548346,46,Keeper,10
392240,47,Keeper,7
548362,183,Keeper,6
829740,351,Keeper,5
548365,110,Keeper,2
392207,36,Keeper,5
419127,62,Keeper,1
980950,355,Keeper,6
980964,46,Keeper,1
734014,46,Keeper,1
598015,237,Keeper,6
829798,355,Keeper,6
829742,17,Keeper,7
980950,88,Keeper,13
829812,183,Keeper,11
392240,88,Keeper,6
829742,88,Keeper,2
598048,214,Keeper,1
981024,354,Keeper,2
336022,110,Keeper,6
729314,88,Keeper,6
598048,277,Keeper,5
981006,88,Keeper,13
501248,183,Keeper,6
548374,183,Keeper,6
734014,360,Keeper,7
981016,354,Keeper,2
548323,110,Keeper,2
980980,88,Keeper,13
598049,17,Keeper,11
980986,354,Keeper,2
336005,36,Keeper,5
733982,17,Keeper,2
734016,88,Keeper,6
729284,46,Keeper,1
392230,114,Keeper,7
419143,208,Keeper,7
548374,319,Keeper,4
501213,110,Keeper,2
335999,43,Keeper,7
501275,110,Keeper,2
501236,263,Keeper,7
419127,207,Keeper,7
392222,183,Keeper,5
548375,2,Keeper,1
335995,69,Keeper,5
734016,351,Keeper,5
598049,237,Keeper,6
419138,46,Keeper,2
598016,46,Keeper,10
981000,46,Keeper,1
598028,239,Keeper,2
733996,17,Keeper,2
598028,277,Keeper,5
734018,17,Keeper,2
980906,407,Keeper,7
980958,183,Keeper,11
548375,88,Keeper,7
598016,88,Keeper,7
548324,46,Keeper,10
980920,183,Keeper,11
980942,354,Keeper,2
336032,36,Keeper,5
501236,277,Keeper,5
829800,17,Keeper,7
829744,46,Keeper,1
501249,110,Keeper,2
336032,62,Keeper,1
733994,183,Keeper,11
419128,11,Keeper,2
729284,360,Keeper,7
392223,11,Keeper,2
598050,239,Keeper,2
336000,88,Keeper,6
419147,208,Keeper,7
501275,208,Keeper,7
419128,17,Keeper,3
734020,46,Keeper,1
729286,17,Keeper,2
829800,88,Keeper,2
392241,11,Keeper,2
729314,360,Keeper,7
980934,183,Keeper,11
734020,183,Keeper,11
980920,46,Keeper,1
336005,62,Keeper,1
829744,237,Keeper,6
501250,11,Keeper,1
392194,88,Keeper,6
419165,88,Keeper,6
980914,17,Keeper,7
598051,88,Keeper,7
336037,47,Keeper,7
392208,47,Keeper,7
336011,123,Keeper,2
419153,46,Keeper,2
548347,88,Keeper,7
335987,11,Keeper,2
392203,88,Keeper,6
392205,47,Keeper,7
419153,62,Keeper,1
548325,132,Keeper,5
548347,183,Keeper,6
734022,207,Keeper,7
501214,214,Keeper,1
501229,263,Keeper,7
980910,62,Keeper,4
501214,252,Keeper,5
548325,214,Keeper,1
829782,237,Keeper,6
335997,36,Keeper,5
734022,351,Keeper,5
598052,36,Keeper,10
336023,114,Keeper,7
981018,88,Keeper,13
336018,134,Keeper,4
548377,110,Keeper,2
734024,62,Keeper,4
501215,17,Keeper,9
734024,88,Keeper,6
336017,114,Keeper,7
392230,183,Keeper,5
548326,17,Keeper,8
980930,46,Keeper,1
392190,46,Keeper,2
548377,183,Keeper,6
501267,46,Keeper,10
336002,47,Keeper,7
501230,17,Keeper,9
392223,114,Keeper,7
501237,46,Keeper,10
419116,88,Keeper,6
598052,351,Keeper,5
501206,183,Keeper,6
980912,237,Keeper,2
501267,132,Keeper,1
598053,17,Keeper,11
829782,351,Keeper,5
734026,17,Keeper,2
548317,2,Keeper,1
729288,62,Keeper,4
980940,183,Keeper,11
548378,17,Keeper,8
598029,88,Keeper,7
980980,46,Keeper,1
548358,2,Keeper,1
548326,183,Keeper,6
598017,239,Keeper,2
734026,183,Keeper,11
733982,183,Keeper,11
548378,132,Keeper,5
598053,239,Keeper,2
733990,46,Keeper,1
392231,26,Keeper,4
829748,46,Keeper,1
598038,88,Keeper,7
501251,183,Keeper,6
981024,183,Keeper,11
419139,88,Keeper,6
548358,46,Keeper,10
501237,110,Keeper,2
980942,88,Keeper,13
336025,88,Keeper,6
829748,183,Keeper,11
734028,46,Keeper,1
501215,263,Keeper,7
392236,62,Keeper,1
501251,208,Keeper,7
548327,46,Keeper,10
419154,88,Keeper,6
392187,36,Keeper,5
980998,407,Keeper,7
980934,88,Keeper,13
598018,17,Keeper,11
