218,S Tyagi,1987-09-17,Right-hand bat,Right-arm medium,India
300,Y Gnaneswara Rao,1984-08-25,Right-hand bat,Right-arm medium,India
299,B Kumar,1990-02-05,Right-hand bat,Right-arm medium,India
1,SC Ganguly,1972-07-08,Left-hand bat,Right-arm medium,India
287,Harpreet Singh,1991-08-11,Left-hand bat,Right-arm medium,India
466,P Dharmani,1974-09-27,Right-hand bat,Right-arm medium,India
226,S Narwal,1982-04-16,Left-hand bat,Right-arm medium,India
229,FY Fazal,1985-09-07,Left-hand bat,Right-arm medium,India
468,KH Devdhar,1989-12-14,Right-hand bat,Right-arm medium,India
236,Mandeep Singh,1991-12-18,Right-hand bat,Right-arm medium,India
277,DH Yagnik,1983-06-22,Left-hand bat,Right-arm medium,India
120,MS Gony,1984-01-04,Right-hand bat,Right-arm medium,India
360,CM Gautam,1986-03-08,Right-hand bat,Right-arm medium,India
123,DT Patil,1984-12-06,Right-hand bat,Right-arm medium,India
243,VS Malik,1983-05-09,Right-hand bat,Right-arm medium,India
244,A Mithun,1989-10-25,Right-hand bat,Right-arm medium,India
247,RS Sodhi,1980-10-18,Right-hand bat,Right-arm medium,India
261,AUK Pathan,1984-06-17,Right-hand bat,Right-arm medium,India
260,MA Agarwal,1991-02-16,Right-hand bat,Right-arm medium,India
251,C Madan,1982-10-15,Right-hand bat,Right-arm medium,India
252,AG Paunikar,1988-04-18,Right-hand bat,Right-arm medium,India
359,IC Pandey,1989-08-15,Right-hand bat,Right-arm medium,India
259,RV Gomez,1985-10-16,Right-hand bat,Right-arm medium,India
255,STR Binny,1984-06-03,Right-hand bat,Right-arm medium,India
448,SS Mundhe,1988-10-27,Right-hand bat,Right-arm medium,India
446,Anand Rajan,1987-04-17,Right-hand bat,Right-arm medium,India
30,T Kohli,1988-12-17,Right-hand bat,Right-arm medium,India
443,C Ganapathy,1981-06-10,Right-hand bat,Right-arm medium,India
36,M Rawat,1985-10-25,Right-hand bat,Right-arm medium,India
441,SS Sarkar,1984-12-15,Right-hand bat,Right-arm medium,India
439,AM Salvi,1981-10-20,Right-hand bat,Right-arm medium,India
39,SK Trivedi,1982-09-04,Right-hand bat,Right-arm medium,India
435,P Amarnath,1982-06-01,Right-hand bat,Right-arm medium,India
125,S Anirudha,1987-04-14,Right-hand bat,Right-arm medium,India
433,ER Dwivedi,1988-07-22,Right-hand bat,Right-arm medium,India
46,RV Uthappa,1985-11-11,Right-hand bat,Right-arm medium,India
47,PR Shah,1987-11-03,Right-hand bat,Right-arm medium,India
48,AM Nayar,1983-10-08,Left-hand bat,Right-arm medium,India
453,P Suyal,1989-10-15,Right-hand bat,Left-arm medium,India
62,WP Saha,1984-10-24,Right-hand bat,Right-arm medium,India
63,LR Shukla,1981-05-06,Right-hand bat,Right-arm medium,India
346,JD Unadkat,1991-10-18,Right-hand bat,Left-arm medium,India
420,RR Pant,1997-10-04,Left-hand bat,Right-arm medium,India
68,WA Mota,1981-09-20,Right-hand bat,Right-arm medium,India
296,VR Aaron,1989-10-29,Right-hand bat,Right-arm fast,India
419,NS Naik,1994-11-09,Right-hand bat,Right-arm medium,India
72,MA Khote,1980-04-22,Right-hand bat,Right-arm medium,India
410,Ishan Kishan,1998-07-18,Left-hand bat,Right-arm medium,India
354,KL Rahul,1992-04-18,Right-hand bat,Right-arm medium,India
79,SS Tiwary,1989-12-30,Left-hand bat,Right-arm medium,India
80,DS Kulkarni,1988-12-10,Right-hand bat,Right-arm medium,India
81,R Vinay Kumar,1984-02-12,Right-hand bat,Right-arm medium,India
406,SN Thakur,1991-10-16,Right-hand bat,Right-arm medium,India
404,DJ Muthuswami,1981-03-09,Right-hand bat,Right-arm medium,India
8,V Kohli,1988-11-05,Right-hand bat,Right-arm medium,India
85,AM Rahane,1988-06-06,Right-hand bat,Right-arm medium,India
399,RG More,1992-02-02,Right-hand bat,Right-arm medium,India
88,KD Karthik,1985-06-01,Right-hand bat,Right-arm medium,India
395,Anureet Singh,1988-03-02,Right-hand bat,Right-arm medium,India
92,TM Srivastava,1989-11-07,Left-hand bat,Right-arm medium,India
93,B Chipli,1983-01-27,Right-hand bat,Right-arm medium,India
96,MK Pandey,1989-09-10,Right-hand bat,Right-arm medium,India
132,SP Goswami,1989-05-18,Left-hand bat,Right-arm medium,India
375,JJ Bumrah,1993-12-06,Right-hand bat,Right-arm medium,India
231,MD Mishra,1984-02-09,Right-hand bat,Right-arm offbreak,India
450,TP Sudhindra,1984-04-24,Left-hand bat,Right-arm fast,India
82,AB Agarkar,1977-12-04,Right-hand bat,Right-arm fast,India
235,R Sharma,1987-04-30,Right-hand bat,Right-arm offbreak,India
171,M Manhas,1979-10-12,Right-hand bat,Right-arm offbreak,India
237,KM Jadhav,1985-03-26,Right-hand bat,Right-arm offbreak,India
67,PP Chawla,1988-12-24,Left-hand bat,Legbreak,India
390,R Tewatia,1993-05-20,Left-hand bat,Legbreak,India
134,U Kaul,1987-12-02,Left-hand bat,Right-arm medium,India
331,PA Reddy,1991-02-11,Right-hand bat,Legbreak,India
136,A Mishra,1982-11-24,Right-hand bat,Legbreak,India
269,R Ninan,1985-11-19,Right-hand bat,Right-arm offbreak,India
23,S Badrinath,1980-08-30,Right-hand bat,Right-arm offbreak,India
262,UBT Chand,1993-03-26,Right-hand bat,Right-arm offbreak,India
394,DJ Hooda,1995-04-19,Right-hand bat,Right-arm offbreak,India
384,VH Zol,1994-11-23,Left-hand bat,Right-arm offbreak,India
329,Gurkeerat Singh,1990-06-29,Right-hand bat,Right-arm offbreak,India
381,Shivam Sharma,1993-09-09,Right-hand bat,Right-arm offbreak,India
178,TL Suman,1983-12-15,Right-hand bat,Right-arm offbreak,India
208,AT Rayudu,1985-09-23,Right-hand bat,Right-arm offbreak,India
101,SA Asnodkar,1984-03-29,Right-hand bat,Right-arm offbreak,India
24,K Goel,1986-12-24,Left-hand bat,Right-arm offbreak,India
31,YK Pathan,1982-11-17,Right-hand bat,Right-arm offbreak,India
222,S Ladda,1986-07-10,Right-hand bat,Legbreak,India
33,M Kaif,1980-12-01,Right-hand bat,Right-arm offbreak,India
444,MB Parmar,1988-04-12,Right-hand bat,Right-arm offbreak,India
14,P Kumar,1986-10-02,Right-hand bat,Right-arm medium,India
148,SD Chitnis,1987-05-06,Right-hand bat,Right-arm offbreak,India
369,Sachin Baby,1988-12-18,Left-hand bat,Right-arm offbreak,India
199,Y Nagar,1990-01-06,Right-hand bat,Right-arm offbreak,India
150,VS Yeligati,1985-04-23,Right-hand bat,Right-arm offbreak,India
227,AB Barath,1990-04-14,Right-hand bat,Right-arm offbreak,India
41,V Sehwag,1978-10-20,Right-hand bat,Right-arm offbreak,India
42,S Dhawan,1985-12-05,Left-hand bat,Right-arm offbreak,India
201,R Ashwin,1986-09-17,Right-hand bat,Right-arm offbreak,India
366,Parvez Rasool,1989-02-13,Right-hand bat,Right-arm offbreak,India
153,RR Powar,1978-05-20,Right-hand bat,Right-arm offbreak,India
212,P Dogra,1984-11-19,Right-hand bat,Legbreak,India
185,M Vijay,1984-04-01,Right-hand bat,Right-arm offbreak,India
6,R Dravid,1973-01-11,Right-hand bat,Right-arm offbreak,India
50,Harbhajan Singh,1980-07-03,Right-hand bat,Right-arm offbreak,India
431,N Rana,1993-12-27,Left-hand bat,Right-arm offbreak,India
138,NK Patel,1981-03-26,Left-hand bat,Right-arm medium,India
54,Y Venugopal Rao,1982-02-26,Right-hand bat,Right-arm offbreak,India
55,VVS Laxman,1974-11-01,Right-hand bat,Right-arm offbreak,India
294,P Parameswaran,1985-05-30,Right-hand bat,Left-arm medium,India
57,RG Sharma,1987-04-30,Right-hand bat,Right-arm offbreak,India
361,X Thalaivan Sargunam,1985-05-15,Right-hand bat,Right-arm offbreak,India
308,SA Yadav,1990-09-14,Right-hand bat,Right-arm offbreak,India
425,J Yadav,1990-01-22,Right-hand bat,Right-arm offbreak,India
340,GH Vihari,1993-10-13,Right-hand bat,Right-arm offbreak,India
203,CA Pujara,1988-01-25,Right-hand bat,Legbreak,India
37,D Salunkhe,1982-11-12,Right-hand bat,Legbreak,India
193,C Nanda,1979-03-29,Right-hand bat,Legbreak,India
21,SK Raina,1986-11-27,Left-hand bat,Right-arm offbreak,India
339,KK Nair,1991-12-06,Right-hand bat,Right-arm offbreak,India
338,MC Juneja,1990-09-12,Right-hand bat,Right-arm offbreak,India
142,PM Sarvesh Kumar,1989-04-26,Right-hand bat,Right-arm medium,India
337,Sunny Gupta,1988-09-27,Right-hand bat,Right-arm offbreak,India
128,A Chopra,1977-09-19,Right-hand bat,Right-arm offbreak,India
211,AA Jhunjhunwala,1982-12-01,Right-hand bat,Right-arm offbreak,India
7,W Jaffer,1978-02-16,Right-hand bat,Right-arm offbreak,India
130,J Arunkumar,1975-01-18,Right-hand bat,Right-arm offbreak,India
143,DP Vijaykumar,1986-10-20,Right-hand bat,Right-arm medium,India
335,A Chandila,1983-12-05,Right-hand bat,Right-arm offbreak,India
133,SR Tendulkar,1973-04-24,Right-hand bat,Right-arm offbreak,India
40,G Gambhir,1981-10-14,Left-hand bat,Legbreak,India
351,SV Samson,1994-11-11,Right-hand bat,Right-arm medium,India
345,M Vohra,1993-07-18,Right-hand bat,Right-arm medium,India
77,S Sreesanth,1983-02-06,Right-hand bat,Right-arm fast-medium,India
84,I Sharma,1988-09-02,Right-hand bat,Right-arm fast-medium,India
90,MF Maharoof,1984-09-07,Right-hand bat,Right-arm fast-medium,India
388,S Gopal,1993-09-04,Right-hand bat,Legbreak,India
115,RR Raje,1986-09-03,Right-hand bat,Right-arm fast-medium,India
146,H Das,1986-12-10,Right-hand bat,Right-arm medium,India
119,Joginder Sharma,1983-10-23,Right-hand bat,Right-arm fast-medium,India
370,PV Tambe,1971-10-08,Right-hand bat,Legbreak,India
65,S Sohal,1987-11-10,Right-hand bat,Legbreak,India
177,RE van der Merwe,1984-12-31,Right-hand bat,Slow left-arm orthodox,South Africa
401,D Wiese,1985-05-18,Right-hand bat,Right-arm medium-fast,South Africa
380,RR Rossouw,1989-10-09,Left-hand bat,Right-arm offbreak,South Africa
233,J Theron,1985-07-24,Right-hand bat,Right-arm medium-fast,South Africa
389,M de Lange,1990-10-13,Right-hand bat,Right-arm fast,South Africa
427,HM Amla,1983-03-31,Right-hand bat,Right-arm offbreak,South Africa
217,JM Kemp,1977-10-02,Right-hand bat,Right-arm fast-medium,South Africa
263,DJ Jacobs,1982-11-04,Right-hand bat,Right-arm medium,South Africa
303,F du Plessis,1984-07-13,Right-hand bat,Legbreak,South Africa
49,SM Pollock,1973-07-16,Right-hand bat,Right-arm fast-medium,South Africa
158,KP Pietersen,1980-06-27,Right-hand bat,Right-arm offbreak,South Africa
320,DA Miller,1989-06-10,Left-hand bat,Right-arm offbreak,South Africa
323,RJ Peterson,1979-08-04,Left-hand bat,Slow left-arm orthodox,South Africa
267,WD Parnell,1989-07-30,Left-hand bat,Left-arm medium-fast,South Africa
416,KJ Abbott,1987-06-18,Right-hand bat,Right-arm fast-medium,South Africa
428,F Behardien,1983-10-09,Right-hand bat,Right-arm fast-medium,South Africa
176,MN van Wyk,1979-03-20,Right-hand bat,Slow left-arm orthodox,South Africa
463,T Shamsi,1990-02-18,Right-hand bat,Slow left-arm chinaman,South Africa
109,JA Morkel,1981-06-10,Left-hand bat,Right-arm medium-fast,South Africa
438,A Nel,1977-07-15,Right-hand bat,Right-arm fast-medium,South Africa
122,M Ntini,1977-07-06,Right-hand bat,Right-arm fast,South Africa
292,CA Ingram,1985-07-03,Left-hand bat,Legbreak,South Africa
74,GC Smith,1981-02-01,Left-hand bat,Right-arm offbreak,South Africa
355,Q de Kock,1992-12-17,Left-hand bat,Right-arm medium,South Africa
154,JP Duminy,1984-04-14,Left-hand bat,Right-arm offbreak,South Africa
159,T Henderson,1974-08-01,Right-hand bat,Right-arm fast-medium,South Africa
304,RE Levi,1988-01-14,Right-hand bat,Right-arm medium,South Africa
97,HH Gibbs,1974-02-23,Right-hand bat,Right-arm bowler,South Africa
268,JJ van der Wath,1978-01-10,Right-hand bat,Right-arm medium-fast,South Africa
11,MV Boucher,1976-12-03,Right-hand bat,Right-arm medium,South Africa
189,D du Preez,1981-11-08,Right-hand bat,Right-arm fast-medium,South Africa
387,BE Hendricks,1990-06-08,Left-hand bat,Left-arm fast-medium,South Africa
94,DW Steyn,1983-06-27,Right-hand bat,Right-arm fast,South Africa
110,AB de Villiers,1984-02-17,Right-hand bat,Right-arm medium,South Africa
350,CH Morris,1987-04-30,Right-hand bat,Right-arm fast-medium,South Africa
192,J Botha,1982-05-02,Right-hand bat,Right-arm offbreak,South Africa
210,R McLaren,1983-02-09,Left-hand bat,Right-arm medium-fast,South Africa
190,M Morkel,1984-10-06,Left-hand bat,Right-arm fast,South Africa
9,JH Kallis,1975-10-16,Right-hand bat,Right-arm fast-medium,South Africa
275,JEC Franklin,1980-11-07,Left-hand bat,Left-arm medium,New Zealand
403,MJ McClenaghan,1986-06-11,Left-hand bat,Left-arm fast-medium,New Zealand
58,SB Styris,1975-07-10,Right-hand bat,Right-arm medium,New Zealand
312,DAJ Bracewell,1990-09-28,Right-hand bat,Right-arm fast-medium,New Zealand
396,KS Williamson,1990-08-08,Right-hand bat,Right-arm offbreak,New Zealand
157,JD Ryder,1984-08-06,Left-hand bat,Right-arm medium,New Zealand
377,TG Southee,1988-12-11,Right-hand bat,Right-arm medium-fast,New Zealand
458,TA Boult,1989-07-22,Right-hand bat,Left-arm fast-medium,New Zealand
220,SE Bond,1975-06-07,Right-hand bat,Right-arm fast,New Zealand
415,MJ Guptill,1986-09-30,Right-hand bat,Right-arm offbreak,New Zealand
282,JE Taylor,1984-06-22,Right-hand bat,Right-arm fast,New Zealand
411,C Munro,1987-03-11,Left-hand bat,Right-arm medium-fast,New Zealand
372,CJ Anderson,1990-12-13,Left-hand bat,Left-arm medium-fast,New Zealand
2,BB McCullum,1981-09-27,Right-hand bat,Right-arm medium,New Zealand
175,DL Vettori,1979-01-27,Left-hand bat,Slow left-arm orthodox,New Zealand
397,SA Abbott,1992-02-29,Right-hand bat,Right-arm fast-medium,New Zealand
107,SP Fleming,1973-04-01,Left-hand bat,Right-arm medium,New Zealand
22,JDP Oram,1978-07-28,Left-hand bat,Right-arm fast-medium,New Zealand
52,LRPL Taylor,1984-03-08,Right-hand bat,Right-arm offbreak,New Zealand
376,JDS Neesham,1990-09-17,Left-hand bat,Right-arm medium,New Zealand
461,AF Milne,1992-04-13,Right-hand bat,Right-arm fast,New Zealand
281,NL McCullum,1980-09-01,Right-hand bat,Right-arm offbreak,New Zealand
357,MG Johnson,1981-11-02,Left-hand bat,Left-arm fast,Australia
3,RT Ponting,1974-12-19,Right-hand bat,Right-arm medium,Australia
353,BJ Rohrer,1981-03-26,Left-hand bat,Right-arm medium,Australia
18,ML Hayden,1971-10-29,Left-hand bat,Right-arm medium,Australia
168,RJ Quiney,1982-08-20,Left-hand bat,Right-arm medium,Australia
19,MEK Hussey,1975-05-27,Left-hand bat,Right-arm medium,Australia
313,DJ Harris,1979-12-31,Right-hand bat,Right-arm medium,Australia
197,GJ Bailey,1982-09-07,Right-hand bat,Right-arm medium,Australia
25,JR Hopes,1978-10-24,Right-hand bat,Right-arm medium,Australia
295,CJ Ferguson,1984-11-21,Right-hand bat,Right-arm medium,Australia
288,M Klinger,1980-07-04,Right-hand bat,Right-arm medium,Australia
225,DR Martyn,1971-10-21,Right-hand bat,Right-arm medium,Australia
279,BJ Haddin,1977-10-23,Right-hand bat,Right-arm medium,Australia
272,TD Paine,1984-12-08,Right-hand bat,Right-arm medium,Australia
271,MS Wade,1987-12-26,Left-hand bat,Right-arm medium,Australia
454,MG Neser,1990-03-29,Right-hand bat,Right-arm medium,Australia
253,MR Marsh,1991-10-20,Right-hand bat,Right-arm medium,Australia
43,L Ronchi,1981-04-23,Right-hand bat,Right-arm medium,Australia
45,DJ Thornely,1978-10-01,Right-hand bat,Right-arm medium,Australia
426,UT Khawaja,1986-12-18,Left-hand bat,Right-arm medium,Australia
423,PSP Handscomb,1991-04-26,Right-hand bat,Right-arm medium,Australia
409,MP Stoinis,1989-08-16,Right-hand bat,Right-arm medium,Australia
379,BR Dunk,1987-03-11,Left-hand bat,Right-arm medium,Australia
139,LA Pomersbach,1984-09-28,Left-hand bat,Right-arm offbreak,Australia
305,GJ Maxwell,1988-10-14,Right-hand bat,Right-arm offbreak,Australia
104,BJ Hodge,1974-12-29,Right-hand bat,Right-arm offbreak,Australia
53,AC Gilchrist,1971-11-14,Left-hand bat,Right-arm offbreak,Australia
56,A Symonds,1975-06-09,Right-hand bat,Right-arm offbreak,Australia
417,TM Head,1993-12-29,Left-hand bat,Right-arm offbreak,Australia
4,DJ Hussey,1977-07-15,Right-hand bat,Right-arm offbreak,Australia
13,AA Noffke,1977-04-30,Right-hand bat,Right-arm fast-medium,Australia
32,SR Watson,1981-06-17,Right-hand bat,Right-arm fast-medium,Australia
118,GD McGrath,1970-02-09,Right-hand bat,Right-arm fast-medium,Australia
163,MC Henriques,1987-02-01,Right-hand bat,Right-arm fast-medium,Australia
184,SM Harwood,1974-03-01,Right-hand bat,Right-arm fast-medium,Australia
198,AB McDonald,1981-06-05,Right-hand bat,Right-arm fast-medium,Australia
258,DT Christian,1983-05-04,Right-hand bat,Right-arm fast-medium,Australia
265,NJ Rimmington,1982-11-11,Right-hand bat,Right-arm fast-medium,Australia
318,CJ McKay,1983-02-20,Right-hand bat,Right-arm fast-medium,Australia
343,B Laughlin,1982-10-03,Right-hand bat,Right-arm fast-medium,Australia
363,KW Richardson,1991-02-12,Right-hand bat,Right-arm fast-medium,Australia
385,BCJ Cutting,1987-01-30,Right-hand bat,Right-arm fast-medium,Australia
436,B Geeves,1982-06-13,Right-hand bat,Right-arm fast-medium,Australia
451,BW Hilfenhaus,1983-03-15,Right-hand bat,Right-arm fast-medium,Australia
457,JW Hastings,1985-11-04,Right-hand bat,Right-arm fast-medium,Australia
459,GS Sandhu,1993-06-14,Left-hand bat,Right-arm fast-medium,Australia
464,SM Boland,1989-04-11,Right-hand bat,Right-arm fast-medium,Australia
10,CL White,1983-08-18,Right-hand bat,Legbreak googly,Australia
38,SK Warne,1969-09-13,Right-hand bat,Legbreak googly,Australia
430,A Zampa,1992-03-31,Right-hand bat,Legbreak googly,Australia
310,JP Faulkner,1990-04-29,Right-hand bat,Left-arm fast-medium,Australia
248,DE Bollinger,1981-07-24,Left-hand bat,Left-arm fast-medium,Australia
230,AC Voges,1979-10-04,Right-hand bat,Slow left-arm orthodox,Australia
328,MJ Clarke,1981-04-02,Right-hand bat,Slow left-arm orthodox,Australia
336,CA Lynn,1990-04-10,Right-hand bat,Slow left-arm orthodox,Australia
373,NJ Maddinson,1991-12-21,Left-hand bat,Slow left-arm orthodox,Australia
100,SE Marsh,1983-07-09,Left-hand bat,Slow left-arm orthodox,Australia
34,DS Lehmann,1970-02-05,Left-hand bat,Slow left-arm orthodox,Australia
254,AJ Finch,1986-11-17,Right-hand bat,Slow left-arm orthodox,Australia
316,GB Hogg,1971-02-06,Left-hand bat,Slow left-arm chinaman,Australia
